,index,class,level,features
293,2,warlock,0,"Equipment
You start with the following equipment, in addition to the equipment granted by your background:

(a) a light crossbow and 20 bolts or (b) any simple weapon
(a) a component pouch or (b) an arcane focus
(a) a scholar's pack or (b) a dungeoneer's pack
Leather armor, any simple weapon, and two daggers

"
294,3,warlock,1,"Otherworldly Patron
At 1st level, you have struck a bargain with an otherworldly being of your choice. Your choice grants you features at 1st level and again at 6th, 10th, and 14th level.


Patron
Source


Archfey
Player's Handbook


Celestial
Xanathar's Guide to Everything


Fathomless
Tasha's Cauldron of Everything


Fiend
Player's Handbook


Genie
Tasha's Cauldron of Everything


Great Old One
Player's Handbook


Hexblade
Xanathar's Guide to Everything


Undead
Van Richten's Guide to Ravenloft


Undying
Sword Coast Adventurer's Guide


Unearthed Arcana


Mage of Lorehold
Unearthed Arcana 79 - Mages of Strixhaven


Mage of Silverquill
Unearthed Arcana 79 - Mages of Strixhaven


Mage of Witherbloom
Unearthed Arcana 79 - Mages of Strixhaven


The following domains are unofficial content developed by WotC designers


Kraken
ThinkDM


Archived Unearthed Arcana


Celestial
Unearthed Arcana 40 - Revised Class Options


Genie
Unearthed Arcana 72 - Subclasses Revisited


Ghost in the Machine
Unearthed Arcana 7 - Modern Magic


Hexblade
Unearthed Arcana 29 - Warlock and Wizard


Lurker in the Deep
Unearthed Arcana 61 - Sorcerer and Warlock


Noble Genie
Unearthed Arcana 67 - Subclasses, Part 1


Raven Queen
Unearthed Arcana 29 - Warlock and Wizard


Seeker
Unearthed Arcana 16 - The Faithful


Undead
Unearthed Arcana 74 - Subclasses, Part 4


Undying Light
Unearthed Arcana 10 - Light, Dark, Underdark!


"
295,4,warlock,1,"Pact Magic
Your arcane research and the magic bestowed on you by your patron have given you facility with spells.
Cantrips
You know two cantrips of your choice from the warlock spell list. You learn additional warlock cantrips of your choice at higher levels, as shown in the Cantrips Known column of the Warlock table.
Spell Slots
The Warlock table shows how many spell slots you have to cast your warlock spells of 1st through 5th level. The table also shows what the level of those slots is; all of your spell slots are the same level. To cast one of your warlock spells of 1st level or higher, you must expend a spell slot. You regain all expended spell slots when you finish a short or long rest.
For example, when you are 5th level, you have two 3rd-level spell slots. To cast the 1st-level spell witch bolt, you must spend one of those slots, and you cast it as a 3rd-level spell.
Spells Known of 1st Level and Higher
At 1st level, you know two 1st-level spells of your choice from the warlock spell list.
The Spells Known column of the Warlock table shows when you learn more warlock spells of your choice of 1st level or higher. A spell you choose must be of a level no higher than what's shown in the table's Slot Level column for your level. When you reach 6th level, for example, you learn a new warlock spell, which can be 1st, 2nd, or 3rd level.
Additionally, when you gain a level in this class, you can choose one of the warlock spells you know and replace it with another spell from the warlock spell list, which also must be of a level for which you have spell slots.
Spellcasting Ability
Charisma is your spellcasting ability for your warlock spells, so you use your Charisma whenever a spell refers to your spellcasting ability. In addition, you use your Charisma modifier when setting the saving throw DC for a warlock spell you cast and when making an attack roll with one.
Spell save DC = 8 + your proficiency bonus + your Charisma modifier
Spell attack modifier = your proficiency bonus + your Charisma modifier
Spellcasting Focus
You can use an arcane focus as a spellcasting focus for your warlock spells.
"
296,5,warlock,2,"Eldritch Invocations
In your study of occult lore, you have unearthed Eldritch Invocations, fragments of forbidden knowledge that imbue you with an abiding magical ability.
At 2nd level, you gain two eldritch invocations of your choice. When you gain certain warlock levels, you gain additional invocations of your choice, as shown in the Invocations Known column of the Warlock table. A level prerequisite refers to your level in this class.
Additionally, when you gain a level in this class, you can choose one of the invocations you know and replace it with another invocation that you could learn at that level.
"
297,6,warlock,3,"Pact Boon
At 3rd level, your otherworldly patron bestows a gift upon you for your loyal service. You gain one of the following features of your choice.

Pact of the Blade

You can use your action to create a pact weapon in your empty hand. You can choose the form that this melee weapon takes each time you create it. You are proficient with it while you wield it. This weapon counts as magical for the purpose of overcoming resistance and immunity to nonmagical attacks and damage.
Your pact weapon disappears if it is more than 5 feet away from you for 1 minute or more. It also disappears if you use this feature again, if you dismiss the weapon (no action required), or if you die.
You can transform one magic weapon into your pact weapon by performing a special ritual while you hold the weapon. You perform the ritual over the course of 1 hour, which can be done during a short rest.
You can then dismiss the weapon, shunting it into an extradimensional space, and it appears whenever you create your pact weapon thereafter. You can't affect an artifact or a sentient weapon in this way. The weapon ceases being your pact weapon if you die, if you perform the 1-hour ritual on a different weapon, or if you use a 1-hour ritual to break your bond to it. The weapon appears at your feet if it is in the extradimensional space when the bond breaks.




Pact of the Chain

You learn the find familiar spell and can cast it as a ritual. The spell doesn't count against your number of spells known.
When you cast the spell, you can choose one of the normal forms for your familiar or one of the following special forms: imp, pseudodragon, quasit, or sprite.
Additionally, when you take the Attack action, you can forgo one of your own attacks to allow your familiar to make one attack with its reaction.




Pact of the Tome

Your patron gives you a grimoire called a Book of Shadows. When you gain this feature, choose three cantrips from any class's spell list (the three needn't be from the same list). While the book is on your person, you can cast those cantrips at will. They don't count against your number of cantrips known. If they don't appear on the warlock spell list, they are nonetheless warlock spells for you.
If you lose your Book of Shadows, you can perform a 1-hour ceremony to receive a replacement from your patron. This ceremony can be performed during a short or long rest, and it destroys the previous book. The book turns to ash when you die.




Pact of the Talisman

Your patron gives you an amulet, a talisman that can aid the wearer when the need is great. When the wearer fails an ability check, they can add a d4 to the roll, potentially turning the roll into a success. This benefit can be used a number of times equal to your proficiency bonus, and all expended uses are restored when you finish a long rest.
If you lose the talisman, you can perform a 1-hour ceremony to receive a replacement from your patron. This ceremony can be performed during a short or long rest, and it destroys the previous amulet. The talisman turns to ash when you die.




"
298,7,warlock,4,"Ability Score Improvement
When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
"
299,8,warlock,4,"Eldritch Versatility (Optional)
Whenever you reach a level in this class that grants the Ability Score Improvement feature, you can do one of the following, representing a change of focus in your occult studies:

Replace one cantrip you learned from this class's Pact Magic feature with another cantrip from the warlock spell list.


Replace the option you chose for the Pact Boon feature with one of that feature's other options.


If you're 12th level or higher, replace one spell from your Mystic Arcanum feature with another warlock spell of the same level.

If this change makes you ineligible for any of your Eldritch Invocations, you must also replace them now, choosing invocations for which you qualify.
"
300,9,warlock,6,Otherworldly Patron Feature
301,10,warlock,8,"Ability Score Improvement
When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
"
302,11,warlock,8,"Eldritch Versatility (Optional)
Whenever you reach a level in this class that grants the Ability Score Improvement feature, you can do one of the following, representing a change of focus in your occult studies:

Replace one cantrip you learned from this class's Pact Magic feature with another cantrip from the warlock spell list.


Replace the option you chose for the Pact Boon feature with one of that feature's other options.


If you're 12th level or higher, replace one spell from your Mystic Arcanum feature with another warlock spell of the same level.

If this change makes you ineligible for any of your Eldritch Invocations, you must also replace them now, choosing invocations for which you qualify.
"
303,12,warlock,10,Otherworldly Patron Feature
304,13,warlock,11,"Mystic Arcanum
At 11th level, your patron bestows upon you a magical secret called an arcanum. Choose one 6th-level spell from the warlock spell list as this arcanum.
You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again.
At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th-level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.
"
305,14,warlock,12,"Ability Score Improvement
When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
"
306,15,warlock,12,"Eldritch Versatility (Optional)
Whenever you reach a level in this class that grants the Ability Score Improvement feature, you can do one of the following, representing a change of focus in your occult studies:

Replace one cantrip you learned from this class's Pact Magic feature with another cantrip from the warlock spell list.


Replace the option you chose for the Pact Boon feature with one of that feature's other options.


If you're 12th level or higher, replace one spell from your Mystic Arcanum feature with another warlock spell of the same level.

If this change makes you ineligible for any of your Eldritch Invocations, you must also replace them now, choosing invocations for which you qualify.
"
307,16,warlock,13,"Mystic Arcanum Improvement
At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th-level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.
"
308,17,warlock,14,Otherworldly Patron Feature
309,18,warlock,15,"Mystic Arcanum Improvement
At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th-level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.
"
310,19,warlock,16,"Ability Score Improvement
When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
"
311,20,warlock,16,"Eldritch Versatility (Optional)
Whenever you reach a level in this class that grants the Ability Score Improvement feature, you can do one of the following, representing a change of focus in your occult studies:

Replace one cantrip you learned from this class's Pact Magic feature with another cantrip from the warlock spell list.


Replace the option you chose for the Pact Boon feature with one of that feature's other options.


If you're 12th level or higher, replace one spell from your Mystic Arcanum feature with another warlock spell of the same level.

If this change makes you ineligible for any of your Eldritch Invocations, you must also replace them now, choosing invocations for which you qualify.
"
312,21,warlock,17,"Mystic Arcanum Improvement
At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th-level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest.
"
313,22,warlock,19,"Ability Score Improvement
When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
"
314,23,warlock,19,"Eldritch Versatility (Optional)
Whenever you reach a level in this class that grants the Ability Score Improvement feature, you can do one of the following, representing a change of focus in your occult studies:

Replace one cantrip you learned from this class's Pact Magic feature with another cantrip from the warlock spell list.


Replace the option you chose for the Pact Boon feature with one of that feature's other options.


If you're 12th level or higher, replace one spell from your Mystic Arcanum feature with another warlock spell of the same level.

If this change makes you ineligible for any of your Eldritch Invocations, you must also replace them now, choosing invocations for which you qualify.
"
315,24,warlock,20,"Eldritch Master
At 20th level, you can draw on your inner reserve of mystical power while entreating your patron to regain expended spell slots. You can spend 1 minute entreating your patron for aid to regain all your expended spell slots from your Pact Magic feature. Once you regain spell slots with this feature, you must finish a long rest before you can do so again.
"
316,0,wizard,0,"Hit Points
Hit Dice: 1d6 per wizard level
Hit Points at 1st Level: 6 + your Constitution modifier
Hit Points at Higher Levels: 1d6 (or 4) + your Constitution modifier per wizard level after 1st
"
317,1,wizard,0,"Proficiencies
Armor: None
Weapons: Daggers, darts, slings, quarterstaffs, light crossbows
Tools: None
Saving Throws: Intelligence, Wisdom
Skills: Choose two from Arcana, History, Insight, Investigation, Medicine, and Religion
"
318,2,wizard,0,"Equipment
You start with the following equipment, in addition to the equipment granted by your background:

(a) a quarterstaff or (b) a dagger
(a) a component pouch or (b) an arcane focus
(a) a scholar's pack or (b) an explorer's pack
A spellbook

"
319,3,wizard,1,"Spellcasting
As a student of arcane magic, you have a spellbook containing spells that show the first glimmerings of your true power.
Cantrips
At 1st level, you know three cantrips of your choice from the wizard spell list. You learn additional wizard cantrips of your choice at higher levels, as shown in the Cantrips Known column of the Wizard table.
Spellbook
At 1st level, you have a spellbook containing six 1st-level wizard spells of your choice. Your spellbook is the repository of the wizard spells you know, except your cantrips, which are fixed in your mind.
The spells that you add to your spellbook as you gain levels reflect the arcane research you conduct on your own, as well as intellectual breakthroughs you have had about the nature of the multiverse. You might find other spells during your adventures. You could discover a spell recorded on a scroll in an evil wizard's chest, for example, or in a dusty tome in an ancient library.
Copying a Spell into the Book. When you find a wizard spell of 1st level or higher, you can add it to your spellbook if it is of a spell level you can prepare and if you can spare the time to decipher and copy it.
Copying a spell into your spellbook involves reproducing the basic form of the spell, then deciphering the unique system of notation used by the wizard who wrote it. You must practice the spell until you understand the sounds or gestures required, then transcribe it into your spellbook using your own notation.
For each level of the spell, the process takes 2 hours and costs 50 gp. The cost represents material components you expend as you experiment with the spell to master it, as well as the fine inks you need to record it. Once you have spent this time and money, you can prepare the spell just like your other spells.
Replacing the Book. You can copy a spell from your own spellbook into another book-for example, if you want to make a backup copy of your spellbook. This is just like copying a new spell into your spellbook, but faster and easier, since you understand your own notation and already know how to cast the spell. You need spend only 1 hour and 10 gp for each level of the copied spell.
If you lose your spellbook, you can use the same procedure to transcribe the spells that you have prepared into a new spellbook. Filling out the remainder of your spellbook requires you to find new spells to do so, as normal. For this reason, many wizards keep backup spellbooks in a safe place.
The Book's Appearance. Your spellbook is a unique compilation of spells, with its own decorative flourishes and margin notes. It might be a plain, functional leather volume that you received as a gift from your master, a finely bound gilt-edged tome you found in an ancient library or even a loose collection of notes scrounged together after you lost your previous spellbook in a mishap.
Preparing and Casting Spells
The Wizard table shows how many spell slots you have to cast your wizard spells of 1st level and higher. To cast one of these spells, you must expend a slot of the spell's level or higher. You regain all expended spell slots when you finish a long rest.
You prepare the list of wizard spells that are available for you to cast. To do so, choose a number of wizard spells from your spellbook equal to your Intelligence modifier + your wizard level (minimum of one spell). The spells must be of a level for which you have spell slots.
For example, if you're a 3rd-level wizard, you have four 1st-level and two 2nd-level spell slots. With an Intelligence of 16, your list of prepared spells can include six spells of 1st or 2nd level, in any combination, chosen from your spellbook. If you prepare the 1st-level spell magic missile, you can cast it using a 1st-level or a 2nd-level slot. Casting the spell doesn't remove it from your list of prepared spells.
You can change your list of prepared spells when you finish a long rest. Preparing a new list of wizard spells requires time spent studying your spellbook and memorizing the incantations and gestures you must make to cast the spell: at least 1 minute per spell level for each spell on your list.
Spellcasting Ability
Intelligence is your spellcasting ability for your wizard spells, since you learn your spells through dedicated study and memorization. You use your Intelligence whenever a spell refers to your spellcasting ability. In addition, you use your Intelligence modifier when setting the saving throw DC for a wizard spell you cast and when making an attack roll with one.
Spell save DC = 8 + your proficiency bonus + your Intelligence modifier
Spell attack modifier = your proficiency bonus + your Intelligence modifier
Ritual Casting
You can cast a wizard spell as a ritual if that spell has the ritual tag and you have the spell in your spellbook. You don't need to have the spell prepared.
Spellcasting Focus
You can use an arcane focus as a spellcasting focus for your wizard spells.
Learning Spells of 1st Level and Higher
Each time you gain a wizard level, you can add two wizard spells of your choice to your spellbook. Each of these spells must be of a level for which you have spell slots, as shown on the Wizard table. On your adventures, you might find other spells that you can add to your spellbook.
"
320,4,wizard,1,"Arcane Recovery
You have learned to regain some of your magical energy by studying your spellbook. Once per day when you finish a short rest, you can choose expended spell slots to recover. The spell slots can have a combined level that is equal to or less than half your wizard level (rounded up), and none of the slots can be 6th level or higher.
For example, if you're a 4th-level wizard, you can recover up to two levels worth of spell slots. You can recover either a 2nd-level spell slot or two 1st-level spell slots.
"
321,5,wizard,2,"Arcane Tradition
When you reach 2nd level, you choose an arcane tradition, shaping your practice of magic through one of the following schools. Your choice grants you features at 2nd level and again at 6th, 10th, and 14th level.


School
Source


Abjuration
Player's Handbook


Bladesinging
Sword Coast Adventurer's Guide
Tasha's Cauldron of Everything


Chronurgy
Explorer's Guide to Wildemount


Conjuration
Player's Handbook


Divination
Player's Handbook


Enchantment
Player's Handbook


Evocation
Player's Handbook


Graviturgy
Explorer's Guide to Wildemount


Illusion
Player's Handbook


Necromancy
Player's Handbook


Order of Scribes
Tasha's Cauldron of Everything


Transmutation
Player's Handbook


War Magic
Xanathar's Guide to Everything


Unearthed Arcana


Runecrafter
Unearthed Arcana 83 - Giant Options


Archived Unearthed Arcana


Artificer
Unearthed Arcana 1 - Eberron


Invention
Unearthed Arcana 46 - Three Subclasses


Lore Mastery
Unearthed Arcana 29 - Warlock and Wizard


Mage of Lorehold
Unearthed Arcana 79 - Mages of Strixhaven


Mage of Prismari
Unearthed Arcana 79 - Mages of Strixhaven


Mage of Quandrix
Unearthed Arcana 79 - Mages of Strixhaven


Mage of Silverquill
Unearthed Arcana 79 - Mages of Strixhaven


Onomancy
Unearthed Arcana 63 - Cleric, Druid, Wizard


Order of Scribes
Unearthed Arcana 72 - Subclasses Revisited


Psionics
Unearthed Arcana 66 - Fighter, Rogue, Wizard


Technomancy
Unearthed Arcana 7 - Modern Magic


Theurgy
Unearthed Arcana 33 - Wizard Revisited


"
322,6,wizard,3,"Cantrip Formulas (Optional)
At 3rd level, you have scribed a set of arcane formulas in your spellbook that you can use to formulate a cantrip in your mind. Whenever you finish a long rest and consult those formulas in your spellbook, you can replace one wizard cantrip you know with another cantrip from the wizard spell list.
"
323,7,wizard,4,"Ability Score Improvement
When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
"
324,8,wizard,6,Wizard Tradition Feature
325,9,wizard,8,"Ability Score Improvement
When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
"
326,10,wizard,10,Wizard Tradition Feature
327,11,wizard,12,"Ability Score Improvement
When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
"
328,12,wizard,14,Wizard Tradition Feature
329,13,wizard,16,"Ability Score Improvement
When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
"
330,14,wizard,18,"Spell Mastery
At 18th level, you have achieved such mastery over certain spells that you can cast them at will. Choose a 1st-level wizard spell and a 2nd-level wizard spell that are in your spellbook. You can cast those spells at their lowest level without expending a spell slot when you have them prepared. If you want to cast either spell at a higher level, you must expend a spell slot as normal.
By spending 8 hours in study, you can exchange one or both of the spells you chose for different spells of the same levels.
"
331,15,wizard,19,"Ability Score Improvement
When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.
"
332,16,wizard,20,"Signature Spells
When you reach 20th level, you gain mastery over two powerful spells and can cast them with little effort. Choose two 3rd-level wizard spells in your spellbook as your signature spells. You always have these spells prepared, they don't count against the number of spells you have prepared, and you can cast each of them once at 3rd level without expending a spell slot. When you do so, you can't do so again until you finish a short or long rest.
If you want to cast either spell at a higher level, you must expend a spell slot as normal.
"
